source,source_doc_id,title,abstract,publication_year,publication_date,journal,article_date,article_year,journal_pub_date,journal_pub_year,clean_text
pubmed,38680575,A systematic review of cytoreductive prostatectomy outcomes and complications in oligometastatic disease.,"OBJECTIVE: To analyze outcomes and complications of cytoreductive prostatectomy (CRP) for oligometastatic prostate cancer (PCa) in order to elucidate its role in this space. METHODS: We performed a systematic literature search using three databases (Medline, Scopus, and Web of Science). The primary endpoints were oncologic outcomes. The secondary endpoints were complication rates and functional results. RESULTS: In all studies, overall survival was better or at least comparable variable in the groups with CRP compared to no local treatment. The greatest benefit from CRP in 5-year overall survival in one study was 67.4% for CRP versus 22.5% for no local treatment. Cancer-specific survival (CSS) showed the same trend. Several authors found significant benefits from CSS in the CRP group: from 79% vs. 46% to 100% vs. 61%. CRP was a predictor of better CSS (hazard ratio 0.264, p=0.004). Positive surgical margin rates differed widely from 28.6% to 100.0%. Urinary continence in CRP versus RP for localized PCa was significantly lower (57.4% vs. 90.8%, p<0.0001). Severe incontinence occurred seldom (2.5%-18.6%). Total complication rates after CRP differed widely, from 7.0% to 43.6%. Rates of grades 1 and 2 events prevailed. Patients on ADT alone also showed a considerable number of complications varying from 5.9% to 57.7%. CONCLUSION: CRP improves medium-term cancer control in patients with oligometastatic PCa. The morbidity and complication rates of this surgery are comparable with other approaches, but postoperative incontinence rate is higher compared with RP for localized disease.",2024,2024-Apr,Asian journal of urology,2022-11-29,2022.0,2024-Apr,2024.0,"A systematic review of cytoreductive prostatectomy outcomes and complications in oligometastatic disease. OBJECTIVE: To analyze outcomes and complications of cytoreductive prostatectomy (CRP) for oligometastatic prostate cancer (PCa) in order to elucidate its role in this space. METHODS: We performed a systematic literature search using three databases (Medline, Scopus, and Web of Science). The primary endpoints were oncologic outcomes. The secondary endpoints were complication rates and functional results. RESULTS: In all studies, overall survival was better or at least comparable variable in the groups with CRP compared to no local treatment. The greatest benefit from CRP in 5-year overall survival in one study was 67.4% for CRP versus 22.5% for no local treatment. Cancer-specific survival (CSS) showed the same trend. Several authors found significant benefits from CSS in the CRP group: from 79% vs. 46% to 100% vs. 61%. CRP was a predictor of better CSS (hazard ratio 0.264, p=0.004). Positive surgical margin rates differed widely from 28.6% to 100.0%. Urinary continence in CRP versus RP for localized PCa was significantly lower (57.4% vs. 90.8%, p<0.0001). Severe incontinence occurred seldom (2.5%-18.6%). Total complication rates after CRP differed widely, from 7.0% to 43.6%. Rates of grades 1 and 2 events prevailed. Patients on ADT alone also showed a considerable number of complications varying from 5.9% to 57.7%. CONCLUSION: CRP improves medium-term cancer control in patients with oligometastatic PCa. The morbidity and complication rates of this surgery are comparable with other approaches, but postoperative incontinence rate is higher compared with RP for localized disease."
pubmed,38680574,Prospective randomized study to evaluate and compare the post-procedural sexual function in patients undergoing semi-rigid ureterorenoscopy for distal ureteric stones in three different operating room settings.,"OBJECTIVE: To evaluate and compare the effect of semi-rigid ureterorenoscopy on post-procedural sexual function with three different operating room settings. METHODS: In this prospective randomized study, consecutive sexually active patients with normal pre-operative sexual function undergoing uncomplicated semi-rigid ureterorenoscopy for distal ureteric stones were randomized into three groups, with three different operating room settings. Procedure-related anxiety and sexual function were assessed pre-operatively using Amsterdam Preoperative Anxiety and Information Scale and Brief Sexual Function Inventory (in males) and Female Sexual Function Index-6 (in females), respectively. All the participants were stented following the procedure, and the stent was removed after 3 weeks. Post-procedural sexual function and general discomfort were assessed and compared between three groups at 1 week, 3 weeks, and 12 weeks. The effect of surgery-related anxiety, preoperative sexual function, age, and general discomfort (including stent-related discomfort) on post-procedural sexual function were analyzed using multiple regression analysis. A p-value of less than 0.05 was considered statistically significant. RESULTS: Totally, 327 eligible patients were randomized into three groups. The group of patients who underwent the procedural with a screen separating the operating area from the patient vision, while the patient could watch the endoscopy through a separate monitor, had better post-procedural sexual function compared to those who had total vision of the operating area as well as to those whose eyes were blocked. This difference was statistically significant. This post-procedural reduction in sexual function could not be attributed to in situ stent alone. CONCLUSIONS: Our study showed that semi-rigid ureterorenoscopy can have significant negative effect on sexual function, which can be reduced with proper preoperative counseling and an ideal operating room settings.",2024,2024-Apr,Asian journal of urology,2022-12-25,2022.0,2024-Apr,2024.0,"Prospective randomized study to evaluate and compare the post-procedural sexual function in patients undergoing semi-rigid ureterorenoscopy for distal ureteric stones in three different operating room settings. OBJECTIVE: To evaluate and compare the effect of semi-rigid ureterorenoscopy on post-procedural sexual function with three different operating room settings. METHODS: In this prospective randomized study, consecutive sexually active patients with normal pre-operative sexual function undergoing uncomplicated semi-rigid ureterorenoscopy for distal ureteric stones were randomized into three groups, with three different operating room settings. Procedure-related anxiety and sexual function were assessed pre-operatively using Amsterdam Preoperative Anxiety and Information Scale and Brief Sexual Function Inventory (in males) and Female Sexual Function Index-6 (in females), respectively. All the participants were stented following the procedure, and the stent was removed after 3 weeks. Post-procedural sexual function and general discomfort were assessed and compared between three groups at 1 week, 3 weeks, and 12 weeks. The effect of surgery-related anxiety, preoperative sexual function, age, and general discomfort (including stent-related discomfort) on post-procedural sexual function were analyzed using multiple regression analysis. A p-value of less than 0.05 was considered statistically significant. RESULTS: Totally, 327 eligible patients were randomized into three groups. The group of patients who underwent the procedural with a screen separating the operating area from the patient vision, while the patient could watch the endoscopy through a separate monitor, had better post-procedural sexual function compared to those who had total vision of the operating area as well as to those whose eyes were blocked. This difference was statistically significant. This post-procedural reduction in sexual function could not be attributed to in situ stent alone. CONCLUSIONS: Our study showed that semi-rigid ureterorenoscopy can have significant negative effect on sexual function, which can be reduced with proper preoperative counseling and an ideal operating room settings."
pubmed,38680232,Association of ARRDC3 and NFIA variants with bovine congestive heart failure in feedlot cattle.,"BACKGROUND: Bovine congestive heart failure (BCHF) has become increasingly prevalent among feedlot cattle in the Western Great Plains of North America with up to 7% mortality in affected herds. BCHF is an untreatable complex condition involving pulmonary hypertension that culminates in right ventricular failure and death. Genes associated with BCHF in feedlot cattle have not been previously identified. Our aim was to search for genomic regions associated with this disease. METHODS: A retrospective, matched case-control design with 102 clinical BCHF cases and their unaffected pen mates was used in a genome-wide association study. Paired nominal data from approximately 560,000 filtered single nucleotide polymorphisms (SNPs) were analyzed with McNemar's test. RESULTS: Two independent genomic regions were identified as having the most significant association with BCHF: the arrestin domain-containing protein 3 gene ( ARRDC3), and the nuclear factor IA gene ( NFIA, mid- p-values, 1x10 -8 and 2x10 -7, respectively). Animals with two copies of risk alleles at either gene were approximately eight-fold more likely to have BCHF than their matched pen mates with either one or zero risk alleles at both genes (CI 95 = 3-17). Further, animals with two copies of risk alleles at both genes were 28-fold more likely to have BCHF than all others ( p-value = 1×10 -7, CI 95 = 4-206). A missense variant in ARRDC3 (C182Y) represents a potential functional variant since the C182 codon is conserved among all other jawed vertebrate species observed. A two-SNP test with markers in both genes showed 29% of 273 BCHF cases had homozygous risk genotypes in both genes, compared to 2.5% in 198 similar unaffected feedlot cattle. This and other DNA tests may be useful for identifying feedlot animals with the highest risk for BCHF in the environments described here. CONCLUSIONS: Although pathogenic roles for variants in the ARRDC3 and NFIA genes are unknown, their discovery facilitates classifying animals by genetic risk and allows cattle producers to make informed decisions for selective breeding and animal health management.",2022,2022,F1000Research,2024-03-04,2024.0,2022,2022.0,"Association of ARRDC3 and NFIA variants with bovine congestive heart failure in feedlot cattle. BACKGROUND: Bovine congestive heart failure (BCHF) has become increasingly prevalent among feedlot cattle in the Western Great Plains of North America with up to 7% mortality in affected herds. BCHF is an untreatable complex condition involving pulmonary hypertension that culminates in right ventricular failure and death. Genes associated with BCHF in feedlot cattle have not been previously identified. Our aim was to search for genomic regions associated with this disease. METHODS: A retrospective, matched case-control design with 102 clinical BCHF cases and their unaffected pen mates was used in a genome-wide association study. Paired nominal data from approximately 560,000 filtered single nucleotide polymorphisms (SNPs) were analyzed with McNemar's test. RESULTS: Two independent genomic regions were identified as having the most significant association with BCHF: the arrestin domain-containing protein 3 gene ( ARRDC3), and the nuclear factor IA gene ( NFIA, mid- p-values, 1x10 -8 and 2x10 -7, respectively). Animals with two copies of risk alleles at either gene were approximately eight-fold more likely to have BCHF than their matched pen mates with either one or zero risk alleles at both genes (CI 95 = 3-17). Further, animals with two copies of risk alleles at both genes were 28-fold more likely to have BCHF than all others ( p-value = 1×10 -7, CI 95 = 4-206). A missense variant in ARRDC3 (C182Y) represents a potential functional variant since the C182 codon is conserved among all other jawed vertebrate species observed. A two-SNP test with markers in both genes showed 29% of 273 BCHF cases had homozygous risk genotypes in both genes, compared to 2.5% in 198 similar unaffected feedlot cattle. This and other DNA tests may be useful for identifying feedlot animals with the highest risk for BCHF in the environments described here. CONCLUSIONS: Although pathogenic roles for variants in the ARRDC3 and NFIA genes are unknown, their discovery facilitates classifying animals by genetic risk and allows cattle producers to make informed decisions for selective breeding and animal health management."
pubmed,38666163,Comparative evaluation of functional outcome and pain relief after pulsed radiofrequency of the saphenous nerve within and distal to the adductor canal in medial compartment knee osteoarthritis: A randomized double-blind trial.,"BACKGROUND AND AIMS: Pulsed radiofrequency (PRF) of the saphenous nerve (SN) has shown effective pain relief in knee pain because of knee osteoarthritis (KOA). The adductor canal (AC) contains other sensory nerves innervating the medial part of the knee joint apart from SN. We compared the PRF of SN within and outside the AC for their quality and duration of pain relief in knee osteoarthritis of the medial compartment (KOA-MC). MATERIAL AND METHODS: We conducted a randomized prospective study in 60 patients with anteromedial knee pain because of KOA-MC. Patients in group A received PRF-SN, and those in group B received PRF-AC. The primary objectives were comparison of pain by Visual Analog Scale (VAS) scores and changes in quality of daily living by Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) and OXFORD knee scores. The secondary objectives were comparison of analgesic requirements using Medicine Quantification Scale (MQS) scores and block-related complications. Intra-group comparison was performed by analysis of variance. Inter-group normally distributed data were assessed by Student's t-test, non-normally distributed and ordinal data were assessed by Mann-Whitney U-test, and categorical data were assessed by Chi-square test. A P value of <0.05 was considered significant. RESULTS: VAS scores were significantly lower in Gr-B at 12 weeks. The WOMAC scores and OXFORD scores at 4, 8, 12, and 24 weeks were significantly lower in Gr-B compared to Gr-A. CONCLUSION: The PRF-AC provides better pain relief and functional outcome than PRF-SN; however, duration of pain relief was not significantly different.",2024,2024,"Journal of anaesthesiology, clinical pharmacology",2022-10-04,2022.0,2024,2024.0,"Comparative evaluation of functional outcome and pain relief after pulsed radiofrequency of the saphenous nerve within and distal to the adductor canal in medial compartment knee osteoarthritis: A randomized double-blind trial. BACKGROUND AND AIMS: Pulsed radiofrequency (PRF) of the saphenous nerve (SN) has shown effective pain relief in knee pain because of knee osteoarthritis (KOA). The adductor canal (AC) contains other sensory nerves innervating the medial part of the knee joint apart from SN. We compared the PRF of SN within and outside the AC for their quality and duration of pain relief in knee osteoarthritis of the medial compartment (KOA-MC). MATERIAL AND METHODS: We conducted a randomized prospective study in 60 patients with anteromedial knee pain because of KOA-MC. Patients in group A received PRF-SN, and those in group B received PRF-AC. The primary objectives were comparison of pain by Visual Analog Scale (VAS) scores and changes in quality of daily living by Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) and OXFORD knee scores. The secondary objectives were comparison of analgesic requirements using Medicine Quantification Scale (MQS) scores and block-related complications. Intra-group comparison was performed by analysis of variance. Inter-group normally distributed data were assessed by Student's t-test, non-normally distributed and ordinal data were assessed by Mann-Whitney U-test, and categorical data were assessed by Chi-square test. A P value of <0.05 was considered significant. RESULTS: VAS scores were significantly lower in Gr-B at 12 weeks. The WOMAC scores and OXFORD scores at 4, 8, 12, and 24 weeks were significantly lower in Gr-B compared to Gr-A. CONCLUSION: The PRF-AC provides better pain relief and functional outcome than PRF-SN; however, duration of pain relief was not significantly different."
pubmed,38666160,Does the objective measurement of muscle strength improve the detection of postoperative residual muscle weakness?,"BACKGROUND AND AIMS: The postoperative residual neuromuscular block (PRNB) has a significant impact on patient safety and well-being, but continues to remain underestimated. Objective evaluation of handgrip strength using a force dynamometer can be useful to identify postoperative muscle weakness. MATERIAL AND METHODS: Thirty-two American Society of Anesthesiologists (ASA) class I and II patients who received general anesthesia were included. Patients were extubated after the train-of-four (TOR) ratio (TOFR) was >0.90 and the clinical criteria for motor power recovery were judged as adequate. The measurements of handgrip strength and peak expiratory flow rate (PEFR) were obtained at baseline, 15 min after extubation, and 1, 2, and 4 h postoperatively. The incidence of significant decline from baseline (>25%) was determined. The correlation between handgrip strength and PEFR was assessed using Spearman correlation. The time to return to baseline for muscle grip strength and PEFR was performed using Kaplan-Meier survival analysis. A P value of 0.05 was considered significant for all tests. RESULTS: The incidence of the significant decline in handgrip strength from baseline was 100% at 15 and 60 min, 76% at 2 h, and 9.4% at 4 h. There was a strong correlation between muscle grip strength and PEFR (0.89, P < 0.001). None of the patients exhibited the potential complications of PRNB. (PRMB in abstract. It should be uniform) The mean time to return to the baseline value of muscle grip strength was 3.8 h (95% confidence interval [CI] 3.6-3.9), and the mean time to return to baseline for PEFR was 3.2 h (95% CI 2.9-3.4 h). CONCLUSION: Objective assessment of muscle grip strength using a force dynamometer has the potential to be a new objective metric to monitor postoperative muscle weakness.",2024,2024,"Journal of anaesthesiology, clinical pharmacology",2022-10-14,2022.0,2024,2024.0,"Does the objective measurement of muscle strength improve the detection of postoperative residual muscle weakness? BACKGROUND AND AIMS: The postoperative residual neuromuscular block (PRNB) has a significant impact on patient safety and well-being, but continues to remain underestimated. Objective evaluation of handgrip strength using a force dynamometer can be useful to identify postoperative muscle weakness. MATERIAL AND METHODS: Thirty-two American Society of Anesthesiologists (ASA) class I and II patients who received general anesthesia were included. Patients were extubated after the train-of-four (TOR) ratio (TOFR) was >0.90 and the clinical criteria for motor power recovery were judged as adequate. The measurements of handgrip strength and peak expiratory flow rate (PEFR) were obtained at baseline, 15 min after extubation, and 1, 2, and 4 h postoperatively. The incidence of significant decline from baseline (>25%) was determined. The correlation between handgrip strength and PEFR was assessed using Spearman correlation. The time to return to baseline for muscle grip strength and PEFR was performed using Kaplan-Meier survival analysis. A P value of 0.05 was considered significant for all tests. RESULTS: The incidence of the significant decline in handgrip strength from baseline was 100% at 15 and 60 min, 76% at 2 h, and 9.4% at 4 h. There was a strong correlation between muscle grip strength and PEFR (0.89, P < 0.001). None of the patients exhibited the potential complications of PRNB. (PRMB in abstract. It should be uniform) The mean time to return to the baseline value of muscle grip strength was 3.8 h (95% confidence interval [CI] 3.6-3.9), and the mean time to return to baseline for PEFR was 3.2 h (95% CI 2.9-3.4 h). CONCLUSION: Objective assessment of muscle grip strength using a force dynamometer has the potential to be a new objective metric to monitor postoperative muscle weakness."
pubmed,38661469,The role of mindfulness and resilience in Navy SEAL training.,"Mindfulness and resilience are thought to be essential qualities of the military's special operations community. Both are tested daily in Special Operations Forces (SOF) assessment and selection efforts to prepare candidates to persist through grueling training and complex combat situations; but these qualities are rarely measured. While military leadership places value on the concepts of mindfulness and resilience, there is minimal empirical research examining the role that they play in the completion of training. This longitudinal study followed three classes of SEAL candidates at Basic Underwater Demolition/SEAL (BUD/S) training over their six-month selection program. We estimated logit models predicting successful completion of BUD/S and specific types of failure in that training environment with indexes of mindfulness and resilience at the start of the program as predictors of completion. The results indicate that (1) mindfulness is unrelated to completion, while (2) resilience is positively related to completion, and (3) The results indicate that mindfulness is generally unrelated to completion, while resilience generally predicts completion.",2024,2024-May-03,"Military psychology : the official journal of the Division of Military Psychology, American Psychological Association",2022-05-04,2022.0,2024-May-03,2024.0,"The role of mindfulness and resilience in Navy SEAL training. Mindfulness and resilience are thought to be essential qualities of the military's special operations community. Both are tested daily in Special Operations Forces (SOF) assessment and selection efforts to prepare candidates to persist through grueling training and complex combat situations; but these qualities are rarely measured. While military leadership places value on the concepts of mindfulness and resilience, there is minimal empirical research examining the role that they play in the completion of training. This longitudinal study followed three classes of SEAL candidates at Basic Underwater Demolition/SEAL (BUD/S) training over their six-month selection program. We estimated logit models predicting successful completion of BUD/S and specific types of failure in that training environment with indexes of mindfulness and resilience at the start of the program as predictors of completion. The results indicate that (1) mindfulness is unrelated to completion, while (2) resilience is positively related to completion, and (3) The results indicate that mindfulness is generally unrelated to completion, while resilience generally predicts completion."
pubmed,38661468,Combat and operational stress programs and interventions: A scoping review using a tiered prevention framework.,"Beginning in 1999, Department of Defense policy directed the military services to develop Combat and Operational Stress Control (COSC) programs to address prevention, early identification, and management of the negative effects of combat and operational stress. The aim of this study is to provide a narrative review of COSC programs and organize them into a prevention framework to clarify gaps and future directions. A systematic search was conducted to identify studies between 2001 and 2020 in peer-reviewed articles or government-sponsored reports describing an evaluation of COSC programs. The target population of these programs was US service members who had participated in an intervention designed to address combat or operational stress in a deployed, operational, or field setting. These programs then were rated for level of evidence and categorized using a tiered prevention model. This search identified 36 published evaluations of 19 COSC programs and interventions from. Most programs were described as effective in addressing target outcomes, with behavioral health outcomes reported for 13 of the 19 identified programs; the remaining six focused on knowledge base and behavior changes. Delivery of these prevention programs also ranged from peer-based implementation to formal treatment, including programs at all prevention levels. COSC interventions show promise for helping service members manage stress, with more than half of the programs showing evidence from studies using randomized designs. Future iterations of COSC program evaluations should explore the development of a joint curriculum using existing content in a tiered prevention framework.",2024,2024-May-03,"Military psychology : the official journal of the Division of Military Psychology, American Psychological Association",2021-10-08,2021.0,2024-May-03,2024.0,"Combat and operational stress programs and interventions: A scoping review using a tiered prevention framework. Beginning in 1999, Department of Defense policy directed the military services to develop Combat and Operational Stress Control (COSC) programs to address prevention, early identification, and management of the negative effects of combat and operational stress. The aim of this study is to provide a narrative review of COSC programs and organize them into a prevention framework to clarify gaps and future directions. A systematic search was conducted to identify studies between 2001 and 2020 in peer-reviewed articles or government-sponsored reports describing an evaluation of COSC programs. The target population of these programs was US service members who had participated in an intervention designed to address combat or operational stress in a deployed, operational, or field setting. These programs then were rated for level of evidence and categorized using a tiered prevention model. This search identified 36 published evaluations of 19 COSC programs and interventions from. Most programs were described as effective in addressing target outcomes, with behavioral health outcomes reported for 13 of the 19 identified programs; the remaining six focused on knowledge base and behavior changes. Delivery of these prevention programs also ranged from peer-based implementation to formal treatment, including programs at all prevention levels. COSC interventions show promise for helping service members manage stress, with more than half of the programs showing evidence from studies using randomized designs. Future iterations of COSC program evaluations should explore the development of a joint curriculum using existing content in a tiered prevention framework."
pubmed,38661467,Resilience enhancing programs in the U.S. military: An exploration of theory and applied practice.,"U.S. service members are at an enhanced risk for developing mental disorders. To address these challenges, while promoting operational readiness and improving mental health outcomes, the Department of Defense directed each service component to develop and implement universal resilience enhancing programs. This paper provides a review of theoretical approaches conceptualizing resilience to trauma, including the theoretical foundations of programs currently in place. The resilience programs of U.S. Army, U.S. Air Force, U.S. Navy and U.S. Marine Corps are described, and available program effectiveness data are reviewed. Gaps between theory and practice are identified and an alternative method of assessing psychological readiness in Army units that is informed by resilience theory is offered as one way to address these gaps and scientific concerns. By comprehensively assessing the stressors affecting Soldiers at regular intervals, military leaders may be able to better identify and mitigate stressors in a systematic way that bolsters individual and unit psychological fitness. An enhanced psychological readiness metric stands to strengthen the validity of current resilience programs, bring clarity to the mechanisms of resilience, and provide a novel way for leaders to promote readiness in their units. Application of this metric within the infrastructure of existing reporting systems stands to improve mental health outcomes for Service Members, enhance the psychological readiness of the force, and reduce healthcare costs over time.",2024,2024-May-03,"Military psychology : the official journal of the Division of Military Psychology, American Psychological Association",2022-06-13,2022.0,2024-May-03,2024.0,"Resilience enhancing programs in the U.S. military: An exploration of theory and applied practice. U.S. service members are at an enhanced risk for developing mental disorders. To address these challenges, while promoting operational readiness and improving mental health outcomes, the Department of Defense directed each service component to develop and implement universal resilience enhancing programs. This paper provides a review of theoretical approaches conceptualizing resilience to trauma, including the theoretical foundations of programs currently in place. The resilience programs of U.S. Army, U.S. Air Force, U.S. Navy and U.S. Marine Corps are described, and available program effectiveness data are reviewed. Gaps between theory and practice are identified and an alternative method of assessing psychological readiness in Army units that is informed by resilience theory is offered as one way to address these gaps and scientific concerns. By comprehensively assessing the stressors affecting Soldiers at regular intervals, military leaders may be able to better identify and mitigate stressors in a systematic way that bolsters individual and unit psychological fitness. An enhanced psychological readiness metric stands to strengthen the validity of current resilience programs, bring clarity to the mechanisms of resilience, and provide a novel way for leaders to promote readiness in their units. Application of this metric within the infrastructure of existing reporting systems stands to improve mental health outcomes for Service Members, enhance the psychological readiness of the force, and reduce healthcare costs over time."
pubmed,38661466,What predicts personal growth following a deployment? An examination of National Guard soldiers through the lens of posttraumatic growth.,"National Guard soldiers experience unique reintegration challenges. In addition to managing the consequences of combat-related trauma, they also navigate multiple transitions between military and civilian life. Despite these obstacles, many soldiers report positive outcomes and personal growth due to deployment, a phenomenon most commonly referred to in the literature as posttraumatic growth (PTG). The current study explored PTG in National Guard soldiers using a multidimensional longitudinal approach, with the goal of validating reports of PTG in soldiers. Data were collected from National Guard soldiers at pre-deployment, reintegration, one year post-deployment and two years post-deployment. Informed by PTG theory, three PTG constructs were measured (perceived ability to handle stress, social support seeking, and purpose in life) at each of the four time points, with increases in these constructs indicating growth. Potential predictors of growth in these PTG constructs were also explored. Results from a repeated measure latent profile analysis indicated that PTG did occur in certain soldiers, and that higher optimism and less severe PTSD symptoms predict this growth. These findings emphasize the importance of making efforts to facilitate PTG in soldiers.",2024,2024-May-03,"Military psychology : the official journal of the Division of Military Psychology, American Psychological Association",2021-12-27,2021.0,2024-May-03,2024.0,"What predicts personal growth following a deployment? An examination of National Guard soldiers through the lens of posttraumatic growth. National Guard soldiers experience unique reintegration challenges. In addition to managing the consequences of combat-related trauma, they also navigate multiple transitions between military and civilian life. Despite these obstacles, many soldiers report positive outcomes and personal growth due to deployment, a phenomenon most commonly referred to in the literature as posttraumatic growth (PTG). The current study explored PTG in National Guard soldiers using a multidimensional longitudinal approach, with the goal of validating reports of PTG in soldiers. Data were collected from National Guard soldiers at pre-deployment, reintegration, one year post-deployment and two years post-deployment. Informed by PTG theory, three PTG constructs were measured (perceived ability to handle stress, social support seeking, and purpose in life) at each of the four time points, with increases in these constructs indicating growth. Potential predictors of growth in these PTG constructs were also explored. Results from a repeated measure latent profile analysis indicated that PTG did occur in certain soldiers, and that higher optimism and less severe PTSD symptoms predict this growth. These findings emphasize the importance of making efforts to facilitate PTG in soldiers."
pubmed,38661465,Special Operations Cognitive Agility Training (SOCAT) for Special Operations Forces and spouses.,"Increasingly complex and unpredictable personnel and operational demands require Special Operations Forces (SOF) members and their families to remain flexible, adaptive, and resilient within ever-changing circumstances. To mitigate the impact of these stressors on psychological health and fitness, researchers and educators at the Uniformed Services University of the Health Sciences (USUHS) developed Special Operations Cognitive Agility Training (SOCAT), a cognitive performance optimization program supported by the United States Special Operations Command (USSOCOM) Preservation of the Force and Family (POTFF). The goal of SOCAT is to enhance cognitive agility, defined as the ability to deliberately adapt cognitive processing strategies in accordance with dynamic shifts in situational and environmental demands, in order to facilitate decision making and adapt to change. Overall, SOCAT emphasizes optimal cognitive performance across different contexts - as well as across various stages of the military lifecycle - to serve as a buffer against biopsychosocial vulnerabilities, environmental and social stressors, military operational demands, and behavioral health problems, including suicide. This paper reviews foundational research behind SOCAT, mechanisms through which SOCAT is anticipated to build psychological resilience, and describes the process of developing and tailoring SOCAT for active duty SOF members and spouses. Limitations and future directions, including an ongoing, randomized controlled program evaluation, are discussed.",2024,2024-May-03,"Military psychology : the official journal of the Division of Military Psychology, American Psychological Association",2021-11-24,2021.0,2024-May-03,2024.0,"Special Operations Cognitive Agility Training (SOCAT) for Special Operations Forces and spouses. Increasingly complex and unpredictable personnel and operational demands require Special Operations Forces (SOF) members and their families to remain flexible, adaptive, and resilient within ever-changing circumstances. To mitigate the impact of these stressors on psychological health and fitness, researchers and educators at the Uniformed Services University of the Health Sciences (USUHS) developed Special Operations Cognitive Agility Training (SOCAT), a cognitive performance optimization program supported by the United States Special Operations Command (USSOCOM) Preservation of the Force and Family (POTFF). The goal of SOCAT is to enhance cognitive agility, defined as the ability to deliberately adapt cognitive processing strategies in accordance with dynamic shifts in situational and environmental demands, in order to facilitate decision making and adapt to change. Overall, SOCAT emphasizes optimal cognitive performance across different contexts - as well as across various stages of the military lifecycle - to serve as a buffer against biopsychosocial vulnerabilities, environmental and social stressors, military operational demands, and behavioral health problems, including suicide. This paper reviews foundational research behind SOCAT, mechanisms through which SOCAT is anticipated to build psychological resilience, and describes the process of developing and tailoring SOCAT for active duty SOF members and spouses. Limitations and future directions, including an ongoing, randomized controlled program evaluation, are discussed."
pubmed,38661464,"Associations of humor, morale, and unit cohesion on posttraumatic stress disorder symptoms.","Military personnel experience many stressors during deployments that can lead to symptoms of posttraumatic stress disorder (PTSD). However, not all military personnel who are exposed to deployment stressors develop PTSD symptoms. Recent research has explored factors that contribute to military personnel resilience, a multifaceted and multidetermined construct, as a means to mitigate and prevent PTSD symptoms. Much of this research has focused on the effects of individual-level factors (e.g., use of coping strategies like humor, the morale of individual unit members), with some research focusing on unit-level factors (e.g., the cohesiveness of a unit). However, there is little research exploring how these factors relate to each other in mitigating or reducing PTSD symptoms. In this study, we examined the association between deployment stressors, perceived unit cohesion, morale, humor, and PTSD symptoms in a sample of 20,901 active-duty military personnel using structural equation modeling. Results indicated that perceived unit cohesion, humor, and morale were positively associated with each other and negatively associated with PTSD symptoms over and above the effect of deployment stressors. These findings highlight the influence of resilience factors on PTSD symptoms beyond their substantial overlap and have implications for future research as well as the potential development of interventions for military personnel.",2024,2024-May-03,"Military psychology : the official journal of the Division of Military Psychology, American Psychological Association",2021-12-17,2021.0,2024-May-03,2024.0,"Associations of humor, morale, and unit cohesion on posttraumatic stress disorder symptoms. Military personnel experience many stressors during deployments that can lead to symptoms of posttraumatic stress disorder (PTSD). However, not all military personnel who are exposed to deployment stressors develop PTSD symptoms. Recent research has explored factors that contribute to military personnel resilience, a multifaceted and multidetermined construct, as a means to mitigate and prevent PTSD symptoms. Much of this research has focused on the effects of individual-level factors (e.g., use of coping strategies like humor, the morale of individual unit members), with some research focusing on unit-level factors (e.g., the cohesiveness of a unit). However, there is little research exploring how these factors relate to each other in mitigating or reducing PTSD symptoms. In this study, we examined the association between deployment stressors, perceived unit cohesion, morale, humor, and PTSD symptoms in a sample of 20,901 active-duty military personnel using structural equation modeling. Results indicated that perceived unit cohesion, humor, and morale were positively associated with each other and negatively associated with PTSD symptoms over and above the effect of deployment stressors. These findings highlight the influence of resilience factors on PTSD symptoms beyond their substantial overlap and have implications for future research as well as the potential development of interventions for military personnel."
pubmed,38660582,Selective Inference for Hierarchical Clustering.,"Classical tests for a difference in means control the type I error rate when the groups are defined a priori. However, when the groups are instead defined via clustering, then applying a classical test yields an extremely inflated type I error rate. Notably, this problem persists even if two separate and independent data sets are used to define the groups and to test for a difference in their means. To address this problem, in this paper, we propose a selective inference approach to test for a difference in means between two clusters. Our procedure controls the selective type I error rate by accounting for the fact that the choice of null hypothesis was made based on the data. We describe how to efficiently compute exact p-values for clusters obtained using agglomerative hierarchical clustering with many commonly-used linkages. We apply our method to simulated data and to single-cell RNA-sequencing data.",2024,2024,Journal of the American Statistical Association,2022-10-11,2022.0,2024,2024.0,"Selective Inference for Hierarchical Clustering. Classical tests for a difference in means control the type I error rate when the groups are defined a priori. However, when the groups are instead defined via clustering, then applying a classical test yields an extremely inflated type I error rate. Notably, this problem persists even if two separate and independent data sets are used to define the groups and to test for a difference in their means. To address this problem, in this paper, we propose a selective inference approach to test for a difference in means between two clusters. Our procedure controls the selective type I error rate by accounting for the fact that the choice of null hypothesis was made based on the data. We describe how to efficiently compute exact p-values for clusters obtained using agglomerative hierarchical clustering with many commonly-used linkages. We apply our method to simulated data and to single-cell RNA-sequencing data."
